EXO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CELL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
hsa-miR-7641-1-3p,1476.248664,-0.94209579,0.520368203,-1.810440732,NA,NA,,174.07221,-1.216952148,0.448275706,-2.714740352,0.006632775,0.381487748,0.274856358
hsa-miR-7641-1-5p,27.52849039,-0.474242775,0.478952341,-0.990166942,0.322092528,0.96376268,,92.84899099,0.085769581,0.410626154,0.208875105,0.834545739,0.998389561,-0.560012356
hsa-miR-7641-2-3p,2320.257672,-1.670131721,0.584904325,-2.855393011,NA,NA,,386.5434072,-1.189334493,0.385400839,-3.08596758,0.002028909,0.24752695,-0.480797228
hsa-miR-7641-2-5p,33.03861016,0.375234271,0.441974569,0.848995162,0.395883984,0.96376268,,33.45500832,0.098165464,0.410438508,0.239172159,0.81097209,0.998389561,0.277068807
hsa-miR-769-5p,120.6504352,1.073587316,0.503762407,2.131138213,0.033077757,0.720402296,,278.0795471,0.005913956,0.352233102,0.016789894,0.986604232,0.998389561,1.06767336
hsa-miR-7704-5p,2.621727579,1.085516688,0.588268228,1.845275056,0.064997537,0.754754498,,11.22418919,-0.662076698,0.448055665,-1.477666169,0.139497154,0.865355226,1.747593386
hsa-miR-7706-3p,49.63067431,0.713512169,0.521843828,1.367290615,0.171534232,0.900357971,,106.9879824,0.224663966,0.367065287,0.612054513,0.540501691,0.998389561,0.488848203
hsa-miR-874-3p,11.5207737,0.790496104,0.583788804,1.354078904,0.175711206,0.900357971,,29.14641388,0.670559437,0.406922442,1.647880205,0.099377256,0.699533128,0.119936667
hsa-miR-877-5p,6.659547682,0.138083173,0.525194824,0.262918,0.792613783,0.96376268,,19.3711878,0.163682584,0.406569767,0.402594088,0.68724686,0.998389561,-0.025599411
hsa-miR-9-1-5p,59.63276672,0.974171484,0.546570691,1.782333922,0.074694794,0.754754498,,79.65447627,-0.193158448,0.374446166,-0.51585105,0.605958445,0.998389561,1.167329932
hsa-miR-9-2-5p,59.63276672,0.974171484,0.546570691,1.782333922,0.074694794,0.754754498,,79.65447627,-0.193158448,0.374446166,-0.51585105,0.605958445,0.998389561,1.167329932
hsa-miR-9-3-5p,59.63276672,0.974171484,0.546570691,1.782333922,0.074694794,0.754754498,,79.65447627,-0.193158448,0.374446166,-0.51585105,0.605958445,0.998389561,1.167329932
hsa-miR-92a-1-3p,3162.30262,0.085858065,0.49811448,0.172366129,0.863149699,0.96376268,,8351.140679,-0.765050209,0.32475042,-2.355809761,0.01848238,0.424747697,0.850908274
hsa-miR-92a-1-5p,2.739807517,-1.276848312,0.577411416,-2.21133195,0.027012858,0.70816401,,13.60785415,-0.500657692,0.442807729,-1.130643526,0.25820516,0.998389561,-0.77619062
hsa-miR-92a-2-3p,3142.607163,0.091580518,0.498551374,0.183693242,0.854254111,0.96376268,,8258.30788,-0.764634466,0.324811309,-2.354088187,0.018568205,0.424747697,0.856214984
hsa-miR-92b-3p,92.73142478,-0.179452289,0.45432655,-0.394985258,0.692853768,0.96376268,,313.0395261,-0.072874969,0.367538399,-0.198278517,0.842827159,0.998389561,-0.10657732
hsa-miR-93-3p,9.815874713,1.256133846,0.594266412,2.113755415,0.034536163,0.720402296,,11.20048813,-0.220575956,0.441427086,-0.499688315,0.617294562,0.998389561,1.476709802
hsa-miR-93-5p,576.9822611,0.433945627,0.466224098,0.930766189,0.351974523,0.96376268,,1230.280758,-0.105203818,0.371155524,-0.283449419,0.77683235,0.998389561,0.539149445
hsa-miR-934-5p,2.913713777,0.10104178,0.56604077,0.178506188,0.858325462,0.96376268,,39.0034821,0.750687773,0.458130108,1.638590783,0.101298513,0.699533128,-0.649645993
hsa-miR-935-3p,3.528812636,-0.465730547,0.568156417,-0.819722409,0.412374372,0.96376268,,8.410632365,0.003801269,0.453153974,0.008388472,0.993307046,0.998389561,-0.469531816
hsa-miR-937-3p,2.066981722,-0.211613446,0.592705645,-0.357029578,0.721069663,0.96376268,,8.976120774,0.314759704,0.458341808,0.686735748,0.492249266,0.998389561,-0.52637315
hsa-miR-941-1-3p,34.59246564,0.316797446,0.449322445,0.705055913,0.480775441,0.96376268,,49.19969952,0.52569147,0.381567845,1.377714284,0.16829152,0.892676756,-0.208894024
hsa-miR-941-2-3p,34.59246564,0.316797446,0.449322445,0.705055913,0.480775441,0.96376268,,49.19969952,0.52569147,0.381567845,1.377714284,0.16829152,0.892676756,-0.208894024
hsa-miR-941-3-3p,34.59246564,0.316797446,0.449322445,0.705055913,0.480775441,0.96376268,,49.19969952,0.52569147,0.381567845,1.377714284,0.16829152,0.892676756,-0.208894024
hsa-miR-941-4-3p,34.59246564,0.316797446,0.449322445,0.705055913,0.480775441,0.96376268,,49.19969952,0.52569147,0.381567845,1.377714284,0.16829152,0.892676756,-0.208894024
hsa-miR-941-5-3p,34.59246564,0.316797446,0.449322445,0.705055913,0.480775441,0.96376268,,49.19969952,0.52569147,0.381567845,1.377714284,0.16829152,0.892676756,-0.208894024
hsa-miR-95-3p,65.86377678,-0.288681259,0.387562749,-0.744863277,0.456354377,0.96376268,,93.33952822,0.056643115,0.371098699,0.152636253,0.878685134,0.998389561,-0.345324374
hsa-miR-96-5p,98.92630533,-0.115963121,0.409383672,-0.283262691,0.776975475,0.96376268,,867.9020146,0.629444026,0.337292632,1.866165953,0.062018151,0.582016494,-0.745407147
hsa-miR-98-3p,19.37533989,-1.121516496,0.462864346,-2.422991761,0.015393276,0.614020668,,17.27789878,-0.468607989,0.419044171,-1.118278266,0.263448166,0.998389561,-0.652908507
hsa-miR-98-5p,500.5091024,-0.816585256,0.563179442,-1.449955724,0.147070867,0.900357971,,1039.410635,-0.259063512,0.374822983,-0.691162293,0.489463557,0.998389561,-0.557521744
hsa-miR-99a-5p,622.2147848,0.253799735,0.375597072,0.675723412,0.499216269,0.96376268,,1147.462174,0.177862224,0.344586472,0.516161366,0.605741711,0.998389561,0.075937511
hsa-miR-99b-3p,192.1481933,-0.206726698,0.406253461,-0.508861383,0.61084939,0.96376268,,336.7940766,-0.159339288,0.333845802,-0.477284085,0.633159842,0.998389561,-0.04738741
hsa-miR-99b-5p,1547.902946,-0.052342357,0.378307622,-0.138359244,0.889956505,0.96376268,,4111.741501,-0.230469632,0.341798099,-0.67428588,0.500129579,0.998389561,0.178127275
